"Director.Name","Birthday","Birthplace","Highest.Rated","Lowest.Rated","title","year","tomatometer","audience_score","box_office","credits","category","category01"
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Berlinguer, I love you","1977",NA,NA,NA,"Unknown (Character),Writer","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Teen Wolf: The Movie","2023",32,65,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","The Adventures of Errol Flynn","2018",48,80,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Bait","2012",44,28,NA,"Screenwriter,Executive Producer","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Give 'Em Hell Malone","2009",NA,35,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Prayers for Bobby","2009",73,86,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","The Scorpion King 2: Rise of a Warrior","2008",NA,18,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","While the Children Sleep","2007",NA,23,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Crash and Burn","2007",NA,26,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Resident Evil: Extinction","2007",24,58,50648679,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","The Curse of King Tut's Tomb","2006",NA,NA,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","3","2004",NA,84,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Swimming Upstream","2003",61,80,47171,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","1st to Die","2003",NA,45,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","The Lost Battalion","2001",NA,79,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","On the Beach","2000",60,66,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Resurrection","1999",17,55,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Tale of the Mummy","1998",17,18,NA,"Director,Writer","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Silent Trigger","1996",20,31,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","The Shadow","1994",37,44,31951990,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","The Real McCoy","1993",22,43,6305945,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Blue Ice","1992",NA,32,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Highlander II: The Quickening","1991",NA,23,13734970,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Ricochet","1991",74,52,20596333,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Highlander","1986",69,79,5735847,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Razorback","1984",58,47,NA,"Director","Movie",1
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Teen Wolf","2017-2017",81,85,NA,"Executive Producer","TV Show",0
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","The Lizzie Borden Chronicles","2015-2015",50,67,NA,"Director","TV Show",0
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","The Hunger","1997-1997",NA,NA,NA,"Director","TV Show",0
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Perversions of Science","1997-1997",NA,NA,NA,"Director","TV Show",0
"Russell Mulcahy","Jun 23, 1953","Melbourne, Victoria, Australia","Ricochet (1991)","Highlander II: The Quickening (1991)","Tales From the Crypt","1991,1993-1994,1996",82,90,NA,"Director","TV Show",0
"Scott Hillenbrand","Not Available","Not Available","National Lampoon's Dorm Daze (2003)","National Lampoon's Dorm Daze (2003)","White Chocolate","2018",NA,NA,NA,"Tony Sharp (Character),Producer","Movie",1
"Scott Hillenbrand","Not Available","Not Available","National Lampoon's Dorm Daze (2003)","National Lampoon's Dorm Daze (2003)","Grave Secrets","2013",NA,NA,NA,"Producer","Movie",1
"Scott Hillenbrand","Not Available","Not Available","National Lampoon's Dorm Daze (2003)","National Lampoon's Dorm Daze (2003)","Transylmania","2009",NA,22,NA,"Director","Movie",1
"Scott Hillenbrand","Not Available","Not Available","National Lampoon's Dorm Daze (2003)","National Lampoon's Dorm Daze (2003)","National Lampoon's Dorm Daze 2","2006",NA,29,NA,"Unknown (Character),Director","Movie",1
"Scott Hillenbrand","Not Available","Not Available","National Lampoon's Dorm Daze (2003)","National Lampoon's Dorm Daze (2003)","Gamebox 1.0","2004",NA,25,NA,"Director,Writer","Movie",1
"Scott Hillenbrand","Not Available","Not Available","National Lampoon's Dorm Daze (2003)","National Lampoon's Dorm Daze (2003)","National Lampoon's Dorm Daze","2003",NA,26,NA,"Director,Producer","Movie",1
"Scott Hillenbrand","Not Available","Not Available","National Lampoon's Dorm Daze (2003)","National Lampoon's Dorm Daze (2003)","Demon Island","2002",NA,19,NA,"Director,Writer,Producer","Movie",1
"Scott Hillenbrand","Not Available","Not Available","National Lampoon's Dorm Daze (2003)","National Lampoon's Dorm Daze (2003)","King Cobra","1999",NA,28,NA,"Unknown (Character),Director,Producer","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","Bride Hard","2024",NA,NA,NA,"Director","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","Skyfire","2019",52,31,NA,"Director","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","Stratton","2017",NA,23,NA,"Director","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","Salty","2017",NA,36,NA,"Director,Producer","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","The Saint","2017",NA,37,NA,"Director,Executive Producer","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","Wild Card","2015",32,29,NA,"Director","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","Stolen","2012",17,34,289773,"Director","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","The Expendables 2","2012",67,67,85017401,"Director","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","The Mechanic","2011",53,51,29113588,"Director","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","When a Stranger Calls","2006",9,43,47860214,"Director","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","Black Hawk Down","2001",77,88,108638745,"Executive Producer","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","Lara Croft: Tomb Raider","2001",20,47,131144183,"Director,Writer","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","The General's Daughter","1999",21,46,102678089,"Director","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","Con Air","1997",58,75,101111259,"Director","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","Swallows and Amazons","1974",NA,76,NA,"John Walker (Character)","Movie",1
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","Boundless","2022-2022",NA,79,NA,"Director","TV Show",0
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","The Cape","2011-2011",41,53,NA,"Executive Producer","TV Show",0
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","Human Target","2010-2010",75,89,NA,"Executive Producer,Director","TV Show",0
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","Close to Home","2005-2007",65,NA,NA,"Executive Producer,Director","TV Show",0
"Simon West","Jul 17, 1961","Letchworth, Hertfordshire, England, UK","Black Hawk Down (2001)","Salty (2017)","Keen Eddie","2003-2004",NA,NA,NA,"Executive Producer,Director","TV Show",0
"Stewart Hendler","Dec 22, 1978","California, USA","Sorority Row (2009)","Max Steel (2016)","Max Steel","2016",NA,48,3771397,"Director","Movie",1
"Stewart Hendler","Dec 22, 1978","California, USA","Sorority Row (2009)","Max Steel (2016)","Pretty/Tough","2013",NA,NA,NA,"Director","Movie",1
"Stewart Hendler","Dec 22, 1978","California, USA","Sorority Row (2009)","Max Steel (2016)","Halo 4: Forward Unto Dawn","2012",NA,69,NA,"Director","Movie",1
"Stewart Hendler","Dec 22, 1978","California, USA","Sorority Row (2009)","Max Steel (2016)","Sorority Row","2009",25,33,11956207,"Director","Movie",1
"Stewart Hendler","Dec 22, 1978","California, USA","Sorority Row (2009)","Max Steel (2016)","Whisper","2007",NA,42,NA,"Director","Movie",1
"Stewart Hendler","Dec 22, 1978","California, USA","Sorority Row (2009)","Max Steel (2016)","Superman & Lois","2023-2023",88,83,NA,"Director","TV Show",0
"Stewart Hendler","Dec 22, 1978","California, USA","Sorority Row (2009)","Max Steel (2016)","The Warfighters","2017-2017",NA,NA,NA,"Producer","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Armor","2024",NA,NA,NA,"Unknown (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Lost on a Mountain in Maine","2024",NA,NA,NA,"Producer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Sly","2023",81,87,NA,"Self,Executive Producer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Expend4bles","2023",13,70,16244207,"Barney Ross (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Guardians of the Galaxy Vol. 3","2023",82,94,358952096,"Stakar Ogord (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Creed III","2023",88,95,156240128,"Producer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Samaritan","2022",38,71,NA,"Joe (Character),Producer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Rocky IV: Rocky vs. Drago","2021",72,93,NA,"Rocky Balboa (Character),Director,Screenwriter","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Suicide Squad","2021",90,82,55795456,"King Shark (Voice)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Stallone: Frank, That Is","2020",60,67,NA,"Unknown (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Rambo: Last Blood","2019",26,81,44797324,"John Rambo (Character),Screenwriter","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Escape Plan: The Extractors","2019",NA,13,NA,"Ray Breslin (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Backtrace","2018",8,23,NA,"Sykes (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Creed II","2018",83,80,115715229,"Rocky Balboa (Character),Screenwriter,Producer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Escape Plan 2: Hades","2018",7,15,NA,"Ray Breslin (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Animal Crackers","2017",64,77,NA,"Bullet-Man (Voice)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","John G. Avildsen: King of the Underdogs","2017",NA,100,NA,"Self","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Guardians of the Galaxy Vol. 2","2017",85,87,389804217,"Stakar Ogord (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Ratchet & Clank","2016",22,42,8800908,"Victor Von Ion (Voice)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Creed","2015",95,89,109712885,"Rocky Balboa (Character),Producer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Reach Me","2014",4,47,NA,"Gerald (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Expendables 3","2014",32,48,39292022,"Barney Ross (Character),Screenwriter","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Go-Go Boys: The Inside Story of Cannon Films","2014",NA,60,NA,"Unknown (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Grudge Match","2013",31,46,29802761,"Henry ""Razor"" Sharp (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Homefront","2013",42,61,20097928,"Screenwriter,Producer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Escape Plan","2013",50,55,25121291,"Ray Breslin (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Bullet to the Head","2012",45,39,9483821,"Jimmy Bobo (James Bonomo) (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Expendables 2","2012",67,67,85017401,"Barney Ross (Character),Screenwriter","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Zookeeper","2011",14,41,80360866,"Joe the Lion (Voice)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Expendables","2010",42,64,102981571,"Barney Ross (Character),Director,Screenwriter","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Incredible Love","2009",NA,31,1445739,"Self","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Amerika Idol","2009",NA,67,NA,"Unknown (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Rambo","2008",38,69,42724402,"John Rambo (Character),Director,Screenwriter,Producer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Rocky Balboa","2006",78,76,70269171,"Rocky (Character),Director,Writer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Shade","2003",67,58,24669,"Dean ""The Dean"" Stevens (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Spy Kids 3: Game Over","2003",45,25,111760631,"The Toymaker (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Eye See You","2002",17,28,NA,"Jake Malloy (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Avenging Angelo","2002",13,33,NA,"Frankie Delano (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Driven","2001",14,33,32616869,"Joe Tanto (Character),Writer,Producer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Get Carter","2000",11,28,14967182,"Jack Carter (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Antz","1998",92,52,90704660,"Weaver (Voice)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Cop Land","1997",75,67,44904450,"Sheriff Freddy Heflin (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","An Alan Smithee Film: Burn, Hollywood, Burn","1997",8,15,43904,"Self","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Daylight","1996",26,37,32885565,"Kit Latura (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Judge Dredd","1995",22,31,34687912,"Judge Joseph Dredd (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Assassins","1995",16,45,NA,"Robert Rath (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Specialist","1994",10,29,55210742,"Ray Quick (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Demolition Man","1993",63,67,57168248,"John Spartan (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Cliffhanger","1993",68,52,80544952,"Gabe Walker (Character),Screenwriter","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Stop! Or My Mom Will Shoot","1992",14,21,26613295,"Sgt. Joe Bomowski (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Oscar","1991",11,64,23548772,"Angelo ""Snaps"" Provolone (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Rocky V","1990",33,31,40123474,"Rocky Balboa (Character),Screenwriter","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Lock Up","1989",31,50,20259548,"Frank Leone (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Tango & Cash","1989",31,52,61772769,"Lt. Raymond Tango (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Rambo III","1988",41,45,53715611,"John J. Rambo (Character),Writer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Over the Top","1987",32,50,14021840,"Lincoln Hawk (Character),Screenwriter","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Cobra","1986",17,43,47542215,"Lieutenant Marion ""Cobra"" Cobretti (Character),Screenwriter","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Rocky IV","1985",40,79,125409936,"Rocky Balboa (Character),Director,Writer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Rambo: First Blood Part II","1985",33,60,150221114,"John J. Rambo (Character),Writer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Rhinestone","1984",19,36,NA,"Nick Martinelli (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Staying Alive","1983",NA,40,NA,"Director,Producer,Screenwriter","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","First Blood","1982",86,86,NA,"Rambo (Character),Writer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Rocky III","1982",66,74,NA,"Rocky Balboa (Character),Director,Writer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Nighthawks","1981",72,55,NA,"Deke DaSilva (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Victory","1981",70,71,NA,"Captain Robert Hatch (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Rocky II","1979",71,82,NA,"Rocky Balboa (Character),Director,Writer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","F.I.S.T.","1978",67,56,NA,"Johnny Kovak (Character),Screenwriter","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Paradise Alley","1978",40,44,NA,"Cosmo Carboni (Character),Director,Screenwriter","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Rocky","1976",92,69,NA,"Rocky Balboa (Character),Writer","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Farewell, My Lovely","1975",68,71,NA,"Jonnie (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Death Race 2000","1975",82,64,NA,"""Machine Gun"" Joe Viterbo (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Prisoner of Second Avenue","1975",44,67,NA,"Youth in Park (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Lords of Flatbush","1974",67,42,NA,"Stanley Rosiello (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Rebel","1974",NA,NA,NA,"Jerry Savage (Character)","Movie",1
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Tulsa King","2022-2024",89,86,NA,"Dwight ""The General"" Manfredi (Character),Executive Producer","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Family Stallone","2023-2024",89,61,NA,"Self","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Tonight Show Starring Jimmy Fallon","2014,2016,2019,2022,2024-2014,2016,2019,2022,2024",NA,44,NA,"Guest","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Contender","2005-2008,2018",NA,NA,NA,"Executive Producer,Host","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Ultimate Beastmaster: Mexico","2017-2018",NA,NA,NA,"Executive Producer","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Ultimate Beastmaster: South Korea","2017-2018",NA,NA,NA,"Executive Producer","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Ultimate Beastmaster: France","2017-2018",NA,NA,NA,"Executive Producer","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Ultimate Beastmaster: Italy","2017-2018",NA,NA,NA,"Executive Producer","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Ultimate Beastmaster: U.S.","2017-2018",NA,NA,NA,"Executive Producer","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Ultimate Beastmaster: Brazil","2017-2018",NA,NA,NA,"Executive Producer","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Ultimate Beastmaster: India","2017-2017",NA,NA,NA,"Executive Producer","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Ultimate Beastmaster: Spain","2017-2017",NA,NA,NA,"Executive Producer","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Ultimate Beastmaster: China","2017-2017",NA,NA,NA,"Executive Producer","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","This Is Us","2017-2017",94,81,NA,"Himself (Guest Star)","TV Show",0
